lineage,scorpio_call,Date
BA.5.2.1,Omicron (BA.5-like),2022-07-25
BF.5,Omicron (BA.5-like),2022-07-25
BF.5,Omicron (BA.5-like),2022-07-25
BA.5.2.1,Omicron (BA.5-like),2022-07-25
BA.5.6,Omicron (BA.5-like),2022-07-25
BA.5.2.1,Omicron (BA.5-like),2022-07-25
BA.5.2,Omicron (BA.5-like),2022-07-25
BF.21,Omicron (BA.5-like),2022-07-25
BA.5.2.1,Omicron (BA.5-like),2022-07-25
BF.28,Omicron (BA.5-like),2022-07-25
BA.5.2.1,Omicron (BA.5-like),2022-07-25
BA.5.2.22,Omicron (BA.5-like),2022-07-26
BA.5.2.1,Omicron (BA.5-like),2022-07-26
BA.5.1.16,Omicron (BA.5-like),2022-07-26
BA.5.2.1,Omicron (BA.5-like),2022-07-26
BA.5.1,Omicron (BA.5-like),2022-07-26
BF.2,Omicron (BA.5-like),2022-07-26
BE.1.1,Omicron (BA.5-like),2022-07-26
BF.5,Omicron (BA.5-like),2022-07-26
BF.5,Omicron (BA.5-like),2022-07-26
BF.1,Omicron (BA.5-like),2022-07-26
BA.5.2.1,Omicron (BA.5-like),2022-07-26
BA.5.2,Omicron (BA.5-like),2022-07-26
BA.2.75,Omicron (BA.2-like),2022-07-26
BA.5.2,Omicron (BA.5-like),2022-07-26
BA.5.2.12,Omicron (BA.5-like),2022-07-26
BA.5.2.1,Omicron (BA.5-like),2022-07-26
BA.5.2,Omicron (BA.5-like),2022-07-26
BA.5.2,Omicron (BA.5-like),2022-07-26
BA.5.2.28,Omicron (BA.5-like),2022-07-26
BA.5.2.1,Omicron (BA.5-like),2022-07-26
BA.5.1.16,Omicron (BA.5-like),2022-07-26
BA.5.2.18,Omicron (BA.5-like),2022-07-26
BA.5.2.1,Omicron (BA.5-like),2022-07-26
BA.5.2.1,Omicron (BA.5-like),2022-07-26
BA.2.3,Omicron (BA.2-like),2022-07-27
BE.1.1,Omicron (BA.5-like),2022-07-27
BA.5.2,Omicron (BA.5-like),2022-07-27
BF.5,Omicron (BA.5-like),2022-07-27
BF.5,Omicron (BA.5-like),2022-07-27
BA.2.56,Omicron (BA.2-like),2022-07-27
BA.5.2.1,Omicron (BA.5-like),2022-07-27
BA.5.2.1,Omicron (BA.5-like),2022-07-27
BA.5.2.1,Omicron (BA.5-like),2022-07-27
BA.5.2,Omicron (BA.5-like),2022-07-27
BA.5.2,Omicron (BA.5-like),2022-07-27
BA.2.3.13,Omicron (BA.2-like),2022-07-27
BA.5.2.1,Omicron (BA.5-like),2022-07-27
BA.5.2,Omicron (BA.5-like),2022-07-27
BA.5.2,Omicron (BA.5-like),2022-07-27
BA.5.5,Omicron (BA.5-like),2022-07-27
BE.1,Omicron (BA.5-like),2022-07-28
BA.5.1,Omicron (BA.5-like),2022-07-28
BA.5.1,Omicron (BA.5-like),2022-07-28
BA.5.2.1,Omicron (BA.5-like),2022-07-28
BA.5.2.1,Omicron (BA.5-like),2022-07-28
BF.5,Omicron (BA.5-like),2022-07-28
BA.5.2,Omicron (BA.5-like),2022-07-28
BF.5,Omicron (BA.5-like),2022-07-28
BA.2.3,Omicron (BA.2-like),2022-07-28
BA.5.5,Omicron (BA.5-like),2022-07-28
BA.4,Omicron (BA.4-like),2022-07-28
BA.5.5,Omicron (BA.5-like),2022-07-28
BA.2.56,Omicron (BA.2-like),2022-07-28
BA.4.1,Omicron (BA.4-like),2022-07-28
BA.4.6,Omicron (BA.4-like),2022-07-28
BA.2.3.1,Omicron (BA.2-like),2022-07-28
BA.5.2.12,Omicron (BA.5-like),2022-07-28
BF.5,Omicron (BA.5-like),2022-07-28
BA.2.29,Omicron (BA.2-like),2022-07-28
BA.5.1,Omicron (BA.5-like),2022-07-28
BA.2.3.1,Omicron (BA.2-like),2022-07-29
BA.5.2,Omicron (BA.5-like),2022-07-29
BA.2.10.2,Omicron (BA.2-like),2022-07-29
BA.4.1,Omicron (BA.4-like),2022-07-29
BA.5.2.1,Omicron (BA.5-like),2022-07-29
BA.5.2,Omicron (BA.5-like),2022-07-29
BA.5.1,Omicron (BA.5-like),2022-07-29
BE.4,Omicron (BA.5-like),2022-07-29
BA.5.1,Omicron (BA.5-like),2022-07-29
BF.5,Omicron (BA.5-like),2022-07-29
BA.5.5,Omicron (BA.5-like),2022-07-29
BA.4,Omicron (BA.4-like),2022-07-29
BA.5.2,Omicron (BA.5-like),2022-07-30
BA.5.2,Omicron (BA.5-like),2022-07-30
BA.5.2,Omicron (BA.5-like),2022-07-30
BA.5.1.3,Omicron (BA.5-like),2022-07-30
BF.1,Omicron (BA.5-like),2022-07-30
BA.5.2.1,Omicron (BA.5-like),2022-07-30
BF.5,Omicron (BA.5-like),2022-07-30
BA.5.2,Omicron (BA.5-like),2022-07-30
BF.21,Omicron (BA.5-like),2022-07-30
BA.5.2.1,Omicron (BA.5-like),2022-07-30
BF.10,Omicron (BA.5-like),2022-07-30
BA.5.2.21,Omicron (BA.5-like),2022-07-30
BA.5.2.12,Omicron (BA.5-like),2022-07-31
BF.5,Omicron (BA.5-like),2022-07-31
BA.5.2.1,Omicron (BA.5-like),2022-07-31
BA.2.56,Omicron (BA.2-like),2022-07-31
BA.5.1,Omicron (BA.5-like),2022-07-31
BA.5.1,Omicron (BA.5-like),2022-07-31
BA.5.1,Omicron (BA.5-like),2022-07-31
BF.22,Omicron (BA.5-like),2022-07-31
BA.5.2.1,Omicron (BA.5-like),2022-07-31
BA.5.2,Omicron (BA.5-like),2022-07-31
BA.5.2.1,Omicron (BA.5-like),2022-07-31
BF.10,Omicron (BA.5-like),2022-07-31
BA.5.2.1,Omicron (BA.5-like),2022-07-31
BA.5.2.1,Omicron (BA.5-like),2022-07-31
BA.5.3,Omicron (BA.5-like),2022-07-31
BA.5.2,Omicron (BA.5-like),2022-07-31
BA.5.2.1,Omicron (BA.5-like),2022-08-01
BA.5.2,Omicron (BA.5-like),2022-08-01
BE.4,Omicron (BA.5-like),2022-08-01
BA.5.2.1,Omicron (BA.5-like),2022-08-01
BA.5.2,Omicron (BA.5-like),2022-08-01
BA.5.2,Omicron (BA.5-like),2022-08-01
BA.5.1,Omicron (BA.5-like),2022-08-01
BA.5.2.1,Omicron (BA.5-like),2022-08-01
BA.5.2.1,Omicron (BA.5-like),2022-08-01
BA.5.2,Omicron (BA.5-like),2022-08-01
BA.5.2,Omicron (BA.5-like),2022-08-01
BA.5.2.1,Omicron (BA.5-like),2022-08-01
BA.5.2.1,Omicron (BA.5-like),2022-08-01
BA.5.1.22,Omicron (BA.5-like),2022-08-01
BF.5,Omicron (BA.5-like),2022-08-01
BA.5.2.1,Omicron (BA.5-like),2022-08-01
BA.5.2.1,Omicron (BA.5-like),2022-08-01
BA.5.2.1,Omicron (BA.5-like),2022-08-01
BA.5.2.1,Omicron (BA.5-like),2022-08-01
BA.5.1,Omicron (BA.5-like),2022-08-01
BA.5.2.1,Omicron (BA.5-like),2022-08-01
BA.5.2.12,Omicron (BA.5-like),2022-08-01
BA.5.1.3,Omicron (BA.5-like),2022-08-01
BA.5.2,Omicron (BA.5-like),2022-08-01
BA.5.2,Omicron (BA.5-like),2022-08-01
BA.5.2,Omicron (BA.5-like),2022-08-01
BA.5.2.1,Omicron (BA.5-like),2022-08-01
BA.5.2,Omicron (BA.5-like),2022-08-01
BF.5,Omicron (BA.5-like),2022-08-01
BA.5.1.22,Omicron (BA.5-like),2022-08-01
BF.5,Omicron (BA.5-like),2022-08-01
BF.5,Omicron (BA.5-like),2022-08-01
BA.5.2,Omicron (BA.5-like),2022-08-01
BF.5,Omicron (BA.5-like),2022-08-01
BA.5.2.1,Omicron (BA.5-like),2022-08-01
BA.5.1,Omicron (BA.5-like),2022-08-02
BA.2.56,Omicron (BA.2-like),2022-08-02
BF.5.4,Omicron (BA.5-like),2022-08-02
BA.5.2,Omicron (BA.5-like),2022-08-02
BA.2.29,Omicron (BA.2-like),2022-08-02
BF.22,Omicron (BA.5-like),2022-08-02
BF.21,Omicron (BA.5-like),2022-08-02
BA.5.2.12,Omicron (BA.5-like),2022-08-02
BA.5.2,Omicron (BA.5-like),2022-08-02
BA.5.2,Omicron (BA.5-like),2022-08-02
BA.5.2.1,Omicron (BA.5-like),2022-08-02
BA.5.2,Omicron (BA.5-like),2022-08-02
BA.5.2.1,Omicron (BA.5-like),2022-08-02
BA.5.2,Omicron (BA.5-like),2022-08-02
BA.5.2,Omicron (BA.5-like),2022-08-02
BA.5.2,Omicron (BA.5-like),2022-08-02
BA.5.2,Omicron (BA.5-like),2022-08-02
BA.5.2.1,Omicron (BA.5-like),2022-08-02
BF.10,Omicron (BA.5-like),2022-08-02
BA.5.2,Omicron (BA.5-like),2022-08-02
BA.5.2.1,Omicron (BA.5-like),2022-08-02
BA.5.2.1,Omicron (BA.5-like),2022-08-02
BA.5.2.1,Omicron (BA.5-like),2022-08-02
BA.5.2,Omicron (BA.5-like),2022-08-02
BF.5.4,Omicron (BA.5-like),2022-08-02
BA.2.18,Omicron (BA.2-like),2022-08-02
BA.5.2,Omicron (BA.5-like),2022-08-02
BA.5.2,Omicron (BA.5-like),2022-08-02
BA.5.2.1,Omicron (BA.5-like),2022-08-02
BA.5.1.16,Omicron (BA.5-like),2022-08-02
BA.5.2,Omicron (BA.5-like),2022-08-02
BA.5.6,Omicron (BA.5-like),2022-08-02
BA.5.2,Omicron (BA.5-like),2022-08-02
BA.5.2,Omicron (BA.5-like),2022-08-03
BA.5.2.28,Omicron (BA.5-like),2022-08-03
BE.4,Omicron (BA.5-like),2022-08-03
BA.2.18,Omicron (BA.2-like),2022-08-03
BA.5.1,Omicron (BA.5-like),2022-08-03
BA.5,Omicron (BA.5-like),2022-08-03
BA.5.2,Omicron (BA.5-like),2022-08-03
BA.5.2.12,Omicron (BA.5-like),2022-08-03
BA.5.2.1,Omicron (BA.5-like),2022-08-03
BF.1,Omicron (BA.5-like),2022-08-03
BA.5.2.12,Omicron (BA.5-like),2022-08-03
BA.5.2,Omicron (BA.5-like),2022-08-03
BA.5.5,Omicron (BA.5-like),2022-08-03
BF.21,Omicron (BA.5-like),2022-08-03
BF.5,Omicron (BA.5-like),2022-08-03
BF.5.4,Omicron (BA.5-like),2022-08-03
BA.5.2,Omicron (BA.5-like),2022-08-03
BF.4,Omicron (BA.5-like),2022-08-03
BA.5.2,Omicron (BA.5-like),2022-08-03
BA.5.2.1,Omicron (BA.5-like),2022-08-03
BE.1.1,Omicron (BA.5-like),2022-08-03
BA.5.2.1,Omicron (BA.5-like),2022-08-03
BF.5,Omicron (BA.5-like),2022-08-03
BA.5.2,Omicron (BA.5-like),2022-08-03
BA.5.2.1,Omicron (BA.5-like),2022-08-03
BA.5.2.12,Omicron (BA.5-like),2022-08-03
BF.5,Omicron (BA.5-like),2022-08-03
BA.5.2,Omicron (BA.5-like),2022-08-03
BA.5.2,Omicron (BA.5-like),2022-08-03
BE.1.1,Omicron (BA.5-like),2022-08-03
BA.5.2,Omicron (BA.5-like),2022-08-04
BA.5.2.55,Omicron (BA.5-like),2022-08-04
BA.5.1,Omicron (BA.5-like),2022-08-04
BA.5.2,Omicron (BA.5-like),2022-08-04
BA.5.2.22,Omicron (BA.5-like),2022-08-04
BF.5.1,Omicron (BA.5-like),2022-08-04
BF.5,Omicron (BA.5-like),2022-08-04
BA.2.56,Omicron (BA.2-like),2022-08-04
BF.5,Omicron (BA.5-like),2022-08-04
BA.5.2.1,Omicron (BA.5-like),2022-08-04
BA.5.1,Omicron (BA.5-like),2022-08-04
BA.5.2.1,Omicron (BA.5-like),2022-08-04
BF.5,Omicron (BA.5-like),2022-08-04
BA.5.2.1,Omicron (BA.5-like),2022-08-04
BA.5.2.1,Omicron (BA.5-like),2022-08-04
BF.21,Omicron (BA.5-like),2022-08-04
BA.5.2,Omicron (BA.5-like),2022-08-04
BA.5.2.1,Omicron (BA.5-like),2022-08-04
BA.5.2,Omicron (BA.5-like),2022-08-04
BA.2.24,Omicron (BA.2-like),2022-08-04
BA.5.2,Omicron (BA.5-like),2022-08-04
BA.5.2,Omicron (BA.5-like),2022-08-04
BA.5.2,Omicron (BA.5-like),2022-08-04
BA.5.2,Omicron (BA.5-like),2022-08-04
BA.5.2.55,Omicron (BA.5-like),2022-08-04
BF.5,Omicron (BA.5-like),2022-08-04
BA.5.2.1,Omicron (BA.5-like),2022-08-04
BA.5.2.1,Omicron (BA.5-like),2022-08-04
BE.1,Omicron (BA.5-like),2022-08-05
BE.1,Omicron (BA.5-like),2022-08-05
BA.5.2.1,Omicron (BA.5-like),2022-08-05
BA.5.2.26,Omicron (BA.5-like),2022-08-05
BA.5.2,Omicron (BA.5-like),2022-08-05
BF.5,Omicron (BA.5-like),2022-08-05
BF.5,Omicron (BA.5-like),2022-08-05
BA.5.1,Omicron (BA.5-like),2022-08-05
BA.5.2.1,Omicron (BA.5-like),2022-08-05
BA.5.2,Omicron (BA.5-like),2022-08-05
BA.5.2,Omicron (BA.5-like),2022-08-05
BF.21,Omicron (BA.5-like),2022-08-05
BF.5,Omicron (BA.5-like),2022-08-05
BA.5.2,Omicron (BA.5-like),2022-08-05
BA.5.2,Omicron (BA.5-like),2022-08-05
BA.5.2.1,Omicron (BA.5-like),2022-08-05
BE.11,Omicron (BA.5-like),2022-08-05
BE.1.1,Omicron (BA.5-like),2022-08-05
BA.5.2,Omicron (BA.5-like),2022-08-05
BA.5.1,Omicron (BA.5-like),2022-08-06
BE.1.1,Omicron (BA.5-like),2022-08-06
BA.5.2,Omicron (BA.5-like),2022-08-06
BA.5.2.1,Omicron (BA.5-like),2022-08-06
BA.5.2.1,Omicron (BA.5-like),2022-08-06
BA.5.6,Omicron (BA.5-like),2022-08-06
BA.2.56,Omicron (BA.2-like),2022-08-06
BE.1.1,Omicron (BA.5-like),2022-08-06
BA.2.3.13,Omicron (BA.2-like),2022-08-06
BA.5.6,Omicron (BA.5-like),2022-08-06
BA.5.2,Omicron (BA.5-like),2022-08-06
BF.21,Omicron (BA.5-like),2022-08-06
BA.5.2,Omicron (BA.5-like),2022-08-06
BA.4,Omicron (BA.4-like),2022-08-06
BA.4,Omicron (BA.4-like),2022-08-06
BF.1,Omicron (BA.5-like),2022-08-06
BF.5,Omicron (BA.5-like),2022-08-06
BA.5.2,Omicron (BA.5-like),2022-08-06
BA.5.2,Omicron (BA.5-like),2022-08-06
BA.5.2,Omicron (BA.5-like),2022-08-06
BE.1,Omicron (BA.5-like),2022-08-06
BA.5.2.19,Omicron (BA.5-like),2022-08-06
BA.5.2,Omicron (BA.5-like),2022-08-06
BA.5.2.1,Omicron (BA.5-like),2022-08-06
BF.5,Omicron (BA.5-like),2022-08-06
BA.5.2.12,Omicron (BA.5-like),2022-08-06
BA.5.2,Omicron (BA.5-like),2022-08-06
BA.5.2,Omicron (BA.5-like),2022-08-07
BA.5.2.1,Omicron (BA.5-like),2022-08-07
BA.5.2.26,Omicron (BA.5-like),2022-08-07
BA.5.2,Omicron (BA.5-like),2022-08-07
BA.5.2.1,Omicron (BA.5-like),2022-08-07
BF.5,Omicron (BA.5-like),2022-08-07
BA.5.2,Omicron (BA.5-like),2022-08-07
BA.5.2.1,Omicron (BA.5-like),2022-08-07
BA.5.2.19,Omicron (BA.5-like),2022-08-07
BA.5.2,Omicron (BA.5-like),2022-08-07
BA.5.2.1,Omicron (BA.5-like),2022-08-07
BA.2,Omicron (BA.2-like),2022-08-07
BF.5,Omicron (BA.5-like),2022-08-07
BA.5.2.1,Omicron (BA.5-like),2022-08-07
BA.5.2.1,Omicron (BA.5-like),2022-08-07
BA.5.2,Omicron (BA.5-like),2022-08-07
BA.2.24,Omicron (BA.2-like),2022-08-08
BA.5.2.1,Omicron (BA.5-like),2022-08-08
BA.5.1,Omicron (BA.5-like),2022-08-08
BA.5.2.1,Omicron (BA.5-like),2022-08-08
BA.5.1.24,Omicron (BA.5-like),2022-08-08
BA.4.1,Omicron (BA.4-like),2022-08-08
BA.5.2,Omicron (BA.5-like),2022-08-08
BA.5.2,Omicron (BA.5-like),2022-08-08
BA.5.2.20,Omicron (BA.5-like),2022-08-08
BF.5,Omicron (BA.5-like),2022-08-08
BA.5.5,Omicron (BA.5-like),2022-08-08
BF.4,Omicron (BA.5-like),2022-08-08
BF.21,Omicron (BA.5-like),2022-08-08
BA.2.10,Omicron (BA.2-like),2022-08-08
BF.5,Omicron (BA.5-like),2022-08-08
BF.5,Omicron (BA.5-like),2022-08-08
BF.21,Omicron (BA.5-like),2022-08-08
BF.21,Omicron (BA.5-like),2022-08-08
BF.21,Omicron (BA.5-like),2022-08-08
BA.5.2,Omicron (BA.5-like),2022-08-08
BA.5.2.1,Omicron (BA.5-like),2022-08-08
BA.5.2,Omicron (BA.5-like),2022-08-08
BF.5,Omicron (BA.5-like),2022-08-08
BA.5.2,Omicron (BA.5-like),2022-08-08
BA.5.2,Omicron (BA.5-like),2022-08-08
BA.5.2.1,Omicron (BA.5-like),2022-08-08
BA.5.2.1,Omicron (BA.5-like),2022-08-08
BF.5,Omicron (BA.5-like),2022-08-08
BA.5.2,Omicron (BA.5-like),2022-08-08
BF.5,Omicron (BA.5-like),2022-08-08
BE.1.1,Omicron (BA.5-like),2022-08-08
BA.5.2,Omicron (BA.5-like),2022-08-08
BA.5.2,Omicron (BA.5-like),2022-08-08
BF.21,Omicron (BA.5-like),2022-08-08
BA.5.2.12,Omicron (BA.5-like),2022-08-08
BA.5.2,Omicron (BA.5-like),2022-08-08
BA.5.2,Omicron (BA.5-like),2022-08-08
BA.5.2.1,Omicron (BA.5-like),2022-08-08
BA.5.2,Omicron (BA.5-like),2022-08-08
BA.5.2,Omicron (BA.5-like),2022-08-08
BA.5.2,Omicron (BA.5-like),2022-08-08
BA.5.2.1,Omicron (BA.5-like),2022-08-09
BA.5.1,Omicron (BA.5-like),2022-08-09
BF.21,Omicron (BA.5-like),2022-08-09
BA.5.2.1,Omicron (BA.5-like),2022-08-09
BA.5.2.1,Omicron (BA.5-like),2022-08-09
BA.5.2,Omicron (BA.5-like),2022-08-09
BA.5.2.1,Omicron (BA.5-like),2022-08-09
BF.5,Omicron (BA.5-like),2022-08-09
BA.5.2.1,Omicron (BA.5-like),2022-08-09
BF.5.4,Omicron (BA.5-like),2022-08-09
BA.5.2.1,Omicron (BA.5-like),2022-08-09
BA.5.2.12,Omicron (BA.5-like),2022-08-09
BA.5.1,Omicron (BA.5-like),2022-08-09
BA.5.2.1,Omicron (BA.5-like),2022-08-09
BA.5.2.1,Omicron (BA.5-like),2022-08-09
BA.2.3,Omicron (BA.2-like),2022-08-09
BA.5.2.1,Omicron (BA.5-like),2022-08-09
BA.5.2,Omicron (BA.5-like),2022-08-09
BF.5,Omicron (BA.5-like),2022-08-09
BA.5.1.16,Omicron (BA.5-like),2022-08-09
BA.5.1.16,Omicron (BA.5-like),2022-08-09
BA.5.2,Omicron (BA.5-like),2022-08-09
BA.5.2.1,Omicron (BA.5-like),2022-08-09
BA.5.2,Omicron (BA.5-like),2022-08-09
BA.5.2.33,Omicron (BA.5-like),2022-08-09
BA.5.2.1,Omicron (BA.5-like),2022-08-09
BA.5.2,Omicron (BA.5-like),2022-08-09
BE.1,Omicron (BA.5-like),2022-08-09
BA.2.24,Omicron (BA.2-like),2022-08-09
BA.5.2.1,Omicron (BA.5-like),2022-08-09
BA.5.2,Omicron (BA.5-like),2022-08-09
BF.5,Omicron (BA.5-like),2022-08-09
BF.38,Omicron (BA.5-like),2022-08-09
BA.5.2,Omicron (BA.5-like),2022-08-09
BA.5.2,Omicron (BA.5-like),2022-08-09
BA.5.2,Omicron (BA.5-like),2022-08-09
BE.11,Omicron (BA.5-like),2022-08-09
BA.5.2.1,Omicron (BA.5-like),2022-08-09
BF.5,Omicron (BA.5-like),2022-08-09
BF.5.4,Omicron (BA.5-like),2022-08-09
BA.5.5.1,Omicron (BA.5-like),2022-08-09
BA.5.2.1,Omicron (BA.5-like),2022-08-09
BA.5.2.12,Omicron (BA.5-like),2022-08-09
BA.5.2,Omicron (BA.5-like),2022-08-09
BE.1.1,Omicron (BA.5-like),2022-08-09
BA.5.2,Omicron (BA.5-like),2022-08-09
BF.5,Omicron (BA.5-like),2022-08-09
BF.5,Omicron (BA.5-like),2022-08-09
BA.5.2,Omicron (BA.5-like),2022-08-09
BA.2.3,Omicron (BA.2-like),2022-08-09
BA.5.2,Omicron (BA.5-like),2022-08-09
BA.5.2.1,Omicron (BA.5-like),2022-08-09
BA.5.2,Omicron (BA.5-like),2022-08-09
BA.5.2,Omicron (BA.5-like),2022-08-09
BF.5,Omicron (BA.5-like),2022-08-09
BA.5.2,Omicron (BA.5-like),2022-08-10
BA.5.2.12,Omicron (BA.5-like),2022-08-10
BF.5,Omicron (BA.5-like),2022-08-10
BA.5.2.22,Omicron (BA.5-like),2022-08-10
BA.5.2.1,Omicron (BA.5-like),2022-08-10
BA.5.2.55,Omicron (BA.5-like),2022-08-10
BA.5.2.1,Omicron (BA.5-like),2022-08-10
BA.5.2.1,Omicron (BA.5-like),2022-08-10
BA.5.2,Omicron (BA.5-like),2022-08-10
BF.21,Omicron (BA.5-like),2022-08-10
BA.5.2,Omicron (BA.5-like),2022-08-10
BA.4,Omicron (BA.4-like),2022-08-10
BA.5.2.12,Omicron (BA.5-like),2022-08-10
BA.5.2.12,Omicron (BA.5-like),2022-08-10
BA.5.2.1,Omicron (BA.5-like),2022-08-10
BA.5.2.26,Omicron (BA.5-like),2022-08-10
BA.5.2.1,Omicron (BA.5-like),2022-08-10
BA.5.2,Omicron (BA.5-like),2022-08-10
BA.2.24,Omicron (BA.2-like),2022-08-10
BA.5.2.1,Omicron (BA.5-like),2022-08-10
BA.5.2.1,Omicron (BA.5-like),2022-08-10
BA.5.1.24,Omicron (BA.5-like),2022-08-10
BA.5.2,Omicron (BA.5-like),2022-08-10
BA.5.2,Omicron (BA.5-like),2022-08-10
BA.5.5,Omicron (BA.5-like),2022-08-10
BA.2.10,Omicron (BA.2-like),2022-08-10
BF.5,Omicron (BA.5-like),2022-08-10
BF.21,Omicron (BA.5-like),2022-08-10
BA.5.2,Omicron (BA.5-like),2022-08-10
BA.5.2.1,Omicron (BA.5-like),2022-08-11
BA.5.2,Omicron (BA.5-like),2022-08-11
BF.5,Omicron (BA.5-like),2022-08-11
BA.5.2,Omicron (BA.5-like),2022-08-11
BF.21,Omicron (BA.5-like),2022-08-11
BA.2.3.13,Omicron (BA.2-like),2022-08-11
BA.5.2.1,Omicron (BA.5-like),2022-08-12
BA.5.1,Omicron (BA.5-like),2022-08-12
BF.21,Omicron (BA.5-like),2022-08-12
BA.5.2,Omicron (BA.5-like),2022-08-12
BF.5.4,Omicron (BA.5-like),2022-08-12
BA.5.1,Omicron (BA.5-like),2022-08-12
BA.5.2.1,Omicron (BA.5-like),2022-08-12
BA.5.2.12,Omicron (BA.5-like),2022-08-12
BF.5,Omicron (BA.5-like),2022-08-12
BA.5.2.33,Omicron (BA.5-like),2022-08-12
BA.5.1,Omicron (BA.5-like),2022-08-12
BA.5.2,Omicron (BA.5-like),2022-08-12
BA.5.2.1,Omicron (BA.5-like),2022-08-12
BA.5.2,Omicron (BA.5-like),2022-08-12
BE.1,Omicron (BA.5-like),2022-08-12
BA.5.5.1,Omicron (BA.5-like),2022-08-12
BF.38,Omicron (BA.5-like),2022-08-12
BA.5.2,Omicron (BA.5-like),2022-08-12
BA.5.2.1,Omicron (BA.5-like),2022-08-12
BE.1.1,Omicron (BA.5-like),2022-08-12
BA.5.2,Omicron (BA.5-like),2022-08-12
BF.5,Omicron (BA.5-like),2022-08-12
BA.5.2,Omicron (BA.5-like),2022-08-12
BA.2.3,Omicron (BA.2-like),2022-08-12
BA.5.2,Omicron (BA.5-like),2022-08-12
BA.5.2,Omicron (BA.5-like),2022-08-13
BA.5.2.22,Omicron (BA.5-like),2022-08-13
BA.5.2.1,Omicron (BA.5-like),2022-08-14
BA.4,Omicron (BA.4-like),2022-08-14
BA.5.2.12,Omicron (BA.5-like),2022-08-14
BA.5.2,Omicron (BA.5-like),2022-08-14
BA.5.2,Omicron (BA.5-like),2022-08-14
BF.5.4,Omicron (BA.5-like),2022-08-14
BA.5.5,Omicron (BA.5-like),2022-08-14
BA.5.1,Omicron (BA.5-like),2022-08-14
BF.21,Omicron (BA.5-like),2022-08-14
BA.5.5,Omicron (BA.5-like),2022-08-14
BA.5.2.55,Omicron (BA.5-like),2022-08-14
BA.5.2.55,Omicron (BA.5-like),2022-08-14
BA.5.2.55,Omicron (BA.5-like),2022-08-14
BA.5,Omicron (BA.5-like),2022-08-14
BA.5.5,Omicron (BA.5-like),2022-08-14
BA.5.2.1,Omicron (BA.5-like),2022-08-14
BA.5.2,Omicron (BA.5-like),2022-08-14
BA.5.2.12,Omicron (BA.5-like),2022-08-14
BF.1,Omicron (BA.5-like),2022-08-14
BA.5.2.1,Omicron (BA.5-like),2022-08-14
BA.5.2.1,Omicron (BA.5-like),2022-08-14
BF.38,Omicron (BA.5-like),2022-08-14
BF.5,Omicron (BA.5-like),2022-08-14
BF.5,Omicron (BA.5-like),2022-08-14
BA.5.2.1,Omicron (BA.5-like),2022-08-14
BF.5.4,Omicron (BA.5-like),2022-08-14
BA.5.2.1,Omicron (BA.5-like),2022-08-14
BA.5.2,Omicron (BA.5-like),2022-08-14
BA.5.1,Omicron (BA.5-like),2022-08-14
BA.5.2.12,Omicron (BA.5-like),2022-08-14
BA.5.2.12,Omicron (BA.5-like),2022-08-14
BA.5.2.1,Omicron (BA.5-like),2022-08-14
BA.5.2,Omicron (BA.5-like),2022-08-14
BA.5.1,Omicron (BA.5-like),2022-08-14
BA.5.2.1,Omicron (BA.5-like),2022-08-14
BA.5.2.12,Omicron (BA.5-like),2022-08-14
BA.5.2,Omicron (BA.5-like),2022-08-14
BE.1.1,Omicron (BA.5-like),2022-08-14
BA.5.2,Omicron (BA.5-like),2022-08-14
BF.5.4,Omicron (BA.5-like),2022-08-14
BA.5.2,Omicron (BA.5-like),2022-08-15
BE.1.1,Omicron (BA.5-like),2022-08-15
BA.5.2,Omicron (BA.5-like),2022-08-15
BA.5.6,Omicron (BA.5-like),2022-08-15
BA.5.1,Omicron (BA.5-like),2022-08-15
BF.5.4,Omicron (BA.5-like),2022-08-15
BA.5.2,Omicron (BA.5-like),2022-08-15
BA.5.1,Omicron (BA.5-like),2022-08-15
BE.4,Omicron (BA.5-like),2022-08-15
BA.5.2,Omicron (BA.5-like),2022-08-15
BA.5.2,Omicron (BA.5-like),2022-08-15
BF.5,Omicron (BA.5-like),2022-08-15
BF.5,Omicron (BA.5-like),2022-08-15
BA.5.2,Omicron (BA.5-like),2022-08-15
BA.5.1,Omicron (BA.5-like),2022-08-15
BA.5.2,Omicron (BA.5-like),2022-08-15
BA.5.2.1,Omicron (BA.5-like),2022-08-15
BA.5.2.1,Omicron (BA.5-like),2022-08-15
BA.5.2.12,Omicron (BA.5-like),2022-08-15
BA.5.2.12,Omicron (BA.5-like),2022-08-15
BA.4,Omicron (BA.4-like),2022-08-15
BA.5.2,Omicron (BA.5-like),2022-08-15
BE.1.1,Omicron (BA.5-like),2022-08-15
BA.2.56,Omicron (BA.2-like),2022-08-15
BF.5,Omicron (BA.5-like),2022-08-15
BF.5,Omicron (BA.5-like),2022-08-15
BA.5.2,Omicron (BA.5-like),2022-08-15
BA.5.2,Omicron (BA.5-like),2022-08-15
BA.5.2,Omicron (BA.5-like),2022-08-15
BA.5.2,Omicron (BA.5-like),2022-08-15
BA.5.2.1,Omicron (BA.5-like),2022-08-15
BA.5.2.1,Omicron (BA.5-like),2022-08-15
BF.5,Omicron (BA.5-like),2022-08-15
BA.5.1.23,Omicron (BA.5-like),2022-08-15
BE.1.1,Omicron (BA.5-like),2022-08-15
